ACCOUNT_NUMBER,MPXN,FUEL_TYPE,METER_SERIAL_NUMBER,METER_TYPE,METER_STATUS,EFFECTIVE_FROM,EFFECTIVE_TO,IS_CURRENT
6000010803,7446164486941,Electricity,MTR35405386,Smart,Active,2025-07-03,9999-12-31,True
6000022676,1628985722402,Electricity,MTR45492410,Traditional,Active,2025-07-11,9999-12-31,True
6000032329,5705283776834,Electricity,MTR99731302,Smart,Active,2025-11-27,9999-12-31,True
6000032612,1041917314359,Electricity,MTR35613330,Traditional,Active,2025-03-17,9999-12-31,True
6000029474,3511897950826,Electricity,MTR88684346,Smart,Active,2026-01-22,9999-12-31,True
6000024853,8896536549582,Electricity,MTR46588251,Traditional,Active,2024-06-01,2025-10-09,False
6000024853,8896536549582,Electricity,MTR46588251,Smart,Active,2025-10-09,9999-12-31,True
6000009963,4873003800541,Electricity,MTR82935182,Traditional,Active,2022-11-28,2024-10-04,False
6000009963,4873003800541,Electricity,MTR82935182,Smart,Active,2024-10-04,9999-12-31,True
6000024572,7353455850701,Electricity,MTR34789598,Smart,Active,2023-03-13,9999-12-31,True
6000015631,6354474076472,Electricity,MTR14348947,Smart,Active,2025-03-22,9999-12-31,True
6000010413,8857668169551,Electricity,MTR68629516,Smart,Active,2023-08-31,9999-12-31,True
6000026161,9259030126559,Electricity,MTR39911151,Traditional,Active,2025-05-02,2026-06-25,False
6000026161,9259030126559,Electricity,MTR39911151,Smart,Active,2026-06-25,9999-12-31,True
6000031649,2200582607740,Electricity,MTR14766219,Traditional,Active,2025-12-05,9999-12-31,True
6000049117,7670057096784,Electricity,MTR68847858,Traditional,Active,2025-01-23,9999-12-31,True
6000019952,1294067528909,Electricity,MTR38288257,Smart,Active,2025-02-27,9999-12-31,True
6000048131,2019906359596,Electricity,MTR99950842,Traditional,Active,2025-07-17,2025-09-29,False
6000048131,2019906359596,Electricity,MTR99950842,Smart,Active,2025-09-29,9999-12-31,True
6000046847,9768097543718,Electricity,MTR94400621,Smart,Active,2024-04-09,9999-12-31,True
6000012985,2300276158158,Electricity,MTR77387807,Traditional,Active,2025-05-23,2025-12-06,False
6000012985,2300276158158,Electricity,MTR77387807,Smart,Active,2025-12-06,9999-12-31,True
6000016850,2994372343267,Electricity,MTR95100989,Traditional,Active,2025-01-08,2025-08-31,False
6000016850,2994372343267,Electricity,MTR95100989,Smart,Active,2025-08-31,9999-12-31,True
6000010140,3595446646006,Electricity,MTR17957500,Traditional,Active,2022-08-08,9999-12-31,True
6000012645,1330256349097,Electricity,MTR54731727,Traditional,Active,2022-08-22,9999-12-31,True
6000039616,5564134775233,Electricity,MTR51082786,Smart,Active,2024-01-18,9999-12-31,True
6000030873,3990370549399,Electricity,MTR10177502,Smart,Active,2024-09-12,9999-12-31,True
6000014199,5781132047471,Electricity,MTR16498674,Smart,Active,2022-10-31,9999-12-31,True
6000012997,3678043821284,Electricity,MTR32069437,Smart,Active,2025-12-26,9999-12-31,True
6000025370,6526056661090,Electricity,MTR70973336,Smart,Active,2024-02-27,9999-12-31,True
6000006801,5077123595255,Electricity,MTR92175124,Traditional,Active,2024-07-08,2025-10-30,False
6000006801,5077123595255,Electricity,MTR92175124,Smart,Active,2025-10-30,9999-12-31,True
6000043040,4771154141254,Electricity,MTR73504744,Traditional,Active,2023-01-10,9999-12-31,True
6000027666,1400759928707,Electricity,MTR18887768,Traditional,Active,2024-05-28,9999-12-31,True
6000040377,5247265258737,Electricity,MTR63750434,Traditional,Active,2023-10-06,2025-10-15,False
6000040377,5247265258737,Electricity,MTR63750434,Smart,Active,2025-10-15,9999-12-31,True
6000004923,3469156497471,Electricity,MTR33638254,Smart,Active,2023-05-20,9999-12-31,True
6000019380,2870032088779,Electricity,MTR30765885,Smart,Active,2023-11-19,9999-12-31,True
6000008003,6795541792225,Electricity,MTR20537522,Smart,Active,2024-07-31,9999-12-31,True
6000009649,6540131244186,Electricity,MTR44737604,Smart,Active,2026-01-08,9999-12-31,True
6000007869,7082500300924,Electricity,MTR73072639,Smart,Active,2025-07-12,9999-12-31,True
6000019144,3253175402888,Electricity,MTR93600777,Smart,Active,2026-04-19,9999-12-31,True
6000014148,9682265883933,Electricity,MTR71409231,Smart,Active,2023-11-19,9999-12-31,True
6000019877,5766283153473,Electricity,MTR67662375,Traditional,Active,2024-09-14,9999-12-31,True
6000000579,1096072296834,Electricity,MTR20283409,Traditional,Active,2023-10-31,2026-07-18,False
6000000579,1096072296834,Electricity,MTR20283409,Smart,Active,2026-07-18,9999-12-31,True
6000033829,6467177494029,Electricity,MTR65517002,Traditional,Active,2025-05-18,9999-12-31,True
6000028439,4793826423212,Electricity,MTR53979608,Traditional,Active,2025-08-08,9999-12-31,True
6000021615,4130913908359,Electricity,MTR68289190,Smart,Active,2023-12-25,9999-12-31,True
6000005448,2056138535042,Electricity,MTR39033227,Traditional,Active,2024-09-16,2025-04-18,False
6000005448,2056138535042,Electricity,MTR39033227,Smart,Active,2025-04-18,9999-12-31,True
6000019200,4475656698847,Electricity,MTR23031356,Traditional,Active,2024-02-04,9999-12-31,True
6000047884,5470988546769,Electricity,MTR41185863,Traditional,Active,2023-11-30,2026-06-01,False
6000047884,5470988546769,Electricity,MTR41185863,Smart,Active,2026-06-01,9999-12-31,True
6000029906,2307000518413,Electricity,MTR18707760,Smart,Active,2025-11-11,9999-12-31,True
6000001599,9996739069971,Electricity,MTR37679845,Smart,Active,2026-05-03,9999-12-31,True
6000033902,4502616055828,Electricity,MTR55601524,Traditional,Active,2023-10-24,2025-05-17,False
6000033902,4502616055828,Electricity,MTR55601524,Smart,Active,2025-05-17,9999-12-31,True
6000033111,4959553630333,Electricity,MTR23286418,Traditional,Active,2024-03-25,9999-12-31,True
6000000590,3582272224543,Electricity,MTR43937837,Smart,Active,2026-02-06,9999-12-31,True
6000042932,5782080054184,Electricity,MTR14061206,Smart,Active,2023-09-10,9999-12-31,True
6000032503,1592265764164,Electricity,MTR34742276,Traditional,Active,2024-04-23,9999-12-31,True
6000016827,8958187110166,Electricity,MTR68399907,Smart,Active,2026-06-20,9999-12-31,True
6000017427,8905260987234,Electricity,MTR15777661,Traditional,Active,2023-07-23,9999-12-31,True
6000049910,8360358180654,Electricity,MTR73013704,Smart,Active,2026-06-05,9999-12-31,True
6000003276,8758548837772,Electricity,MTR12879703,Traditional,Active,2023-05-30,2025-05-14,False
6000003276,8758548837772,Electricity,MTR12879703,Smart,Active,2025-05-14,9999-12-31,True
6000006833,7798733946129,Electricity,MTR57968380,Traditional,Active,2025-03-08,2026-05-14,False
6000006833,7798733946129,Electricity,MTR57968380,Smart,Active,2026-05-14,9999-12-31,True
6000023777,7656038268070,Electricity,MTR46213616,Traditional,Active,2022-11-01,9999-12-31,True
6000000812,1072519013639,Electricity,MTR83833608,Smart,Active,2026-07-06,9999-12-31,True
6000027137,5024134106516,Electricity,MTR21779883,Traditional,Active,2023-04-16,2026-01-23,False
6000027137,5024134106516,Electricity,MTR21779883,Smart,Active,2026-01-23,9999-12-31,True
6000013035,2952508980217,Electricity,MTR62452762,Smart,Active,2026-07-05,9999-12-31,True
6000037487,4305791638084,Electricity,MTR62363945,Traditional,Active,2024-04-16,9999-12-31,True
6000032222,6377472570399,Electricity,MTR91611242,Traditional,Active,2025-01-01,2025-04-26,False
6000032222,6377472570399,Electricity,MTR91611242,Smart,Active,2025-04-26,9999-12-31,True
6000033165,4132109246872,Electricity,MTR46737745,Traditional,Active,2025-01-15,2025-03-06,False
6000033165,4132109246872,Electricity,MTR46737745,Smart,Active,2025-03-06,9999-12-31,True
6000004189,3595724912955,Electricity,MTR20257339,Traditional,Active,2025-10-21,9999-12-31,True
6000029223,9083254074860,Electricity,MTR32963476,Traditional,Active,2023-01-24,2024-12-26,False
6000029223,9083254074860,Electricity,MTR32963476,Smart,Active,2024-12-26,9999-12-31,True
6000024627,6279111704048,Electricity,MTR63830260,Smart,Active,2022-10-14,9999-12-31,True
6000041196,1312784868359,Electricity,MTR51399451,Smart,Active,2025-10-13,9999-12-31,True
6000043345,1222926683731,Electricity,MTR81939267,Smart,Active,2024-01-30,9999-12-31,True
6000049010,6071118044767,Electricity,MTR75723699,Traditional,Active,2026-01-21,9999-12-31,True
6000032548,4363136102454,Electricity,MTR72217340,Traditional,Active,2022-09-15,2025-04-29,False
6000032548,4363136102454,Electricity,MTR72217340,Smart,Active,2025-04-29,9999-12-31,True
6000043759,7309678733635,Electricity,MTR90010513,Smart,Active,2026-02-16,9999-12-31,True
6000046771,4140002755703,Electricity,MTR75548267,Traditional,Active,2024-09-30,9999-12-31,True
6000037054,3624950663138,Electricity,MTR29806090,Smart,Active,2024-08-05,9999-12-31,True
6000034788,7793338433378,Electricity,MTR53058232,Traditional,Active,2026-06-21,9999-12-31,True
6000035605,1485064215013,Electricity,MTR62456506,Traditional,Active,2024-05-28,2026-03-12,False
6000035605,1485064215013,Electricity,MTR62456506,Smart,Active,2026-03-12,9999-12-31,True
6000019036,2606366357108,Electricity,MTR17793713,Traditional,Active,2024-05-14,9999-12-31,True
6000006663,2977188436683,Electricity,MTR27648434,Traditional,Active,2024-09-08,2025-06-15,False
6000006663,2977188436683,Electricity,MTR27648434,Smart,Active,2025-06-15,9999-12-31,True
6000035517,6635217738964,Electricity,MTR97635581,Traditional,Active,2022-10-03,2026-04-12,False
6000035517,6635217738964,Electricity,MTR97635581,Smart,Active,2026-04-12,9999-12-31,True
6000017633,8184286114986,Electricity,MTR17917585,Traditional,Active,2024-09-30,2025-08-10,False
6000017633,8184286114986,Electricity,MTR17917585,Smart,Active,2025-08-10,9999-12-31,True
6000012158,8786585949666,Electricity,MTR36262769,Traditional,Active,2025-03-21,2026-08-03,False
6000012158,8786585949666,Electricity,MTR36262769,Smart,Active,2026-08-03,9999-12-31,True
6000021755,2206936844211,Electricity,MTR76587778,Traditional,Active,2023-05-21,9999-12-31,True
6000024849,2055862219351,Electricity,MTR60425444,Traditional,Active,2022-12-30,9999-12-31,True
6000047850,7330758407906,Electricity,MTR14773413,Traditional,Active,2023-10-15,2025-07-19,False
6000047850,7330758407906,Electricity,MTR14773413,Smart,Active,2025-07-19,9999-12-31,True
6000021275,7190253269926,Electricity,MTR95233714,Traditional,Active,2025-06-12,9999-12-31,True
6000027759,9176317378820,Electricity,MTR24295117,Smart,Active,2025-05-14,9999-12-31,True
6000049177,6725826973901,Electricity,MTR12345286,Traditional,Active,2023-06-03,2024-10-23,False
6000049177,6725826973901,Electricity,MTR12345286,Smart,Active,2024-10-23,9999-12-31,True
6000043980,9657633363582,Electricity,MTR40389355,Smart,Active,2023-06-05,9999-12-31,True
6000028517,5015085588603,Electricity,MTR73044027,Traditional,Active,2024-11-30,2026-03-27,False
6000028517,5015085588603,Electricity,MTR73044027,Smart,Active,2026-03-27,9999-12-31,True
6000009858,7238858940997,Electricity,MTR71471688,Traditional,Active,2022-08-04,9999-12-31,True
6000011342,7862333418552,Electricity,MTR55922957,Smart,Active,2025-11-16,9999-12-31,True
6000045023,2559018689900,Electricity,MTR28144044,Traditional,Active,2024-07-12,2024-12-02,False
6000045023,2559018689900,Electricity,MTR28144044,Smart,Active,2024-12-02,9999-12-31,True
6000005139,8405013058064,Electricity,MTR74091589,Smart,Active,2026-02-19,9999-12-31,True
6000008038,4069566953450,Electricity,MTR41386594,Traditional,Active,2025-07-10,9999-12-31,True
6000025313,9076555712540,Electricity,MTR42727598,Traditional,Active,2023-09-17,2026-08-01,False
6000025313,9076555712540,Electricity,MTR42727598,Smart,Active,2026-08-01,9999-12-31,True
6000044860,8758916580770,Electricity,MTR66488706,Traditional,Active,2025-02-23,2025-08-27,False
6000044860,8758916580770,Electricity,MTR66488706,Smart,Active,2025-08-27,9999-12-31,True
6000012191,5449906414047,Electricity,MTR51484223,Smart,Active,2026-02-27,9999-12-31,True
6000040591,2144565460237,Electricity,MTR66855992,Smart,Active,2026-03-30,9999-12-31,True
6000001260,9726180908068,Electricity,MTR96957404,Traditional,Active,2023-06-03,2024-08-21,False
6000001260,9726180908068,Electricity,MTR96957404,Smart,Active,2024-08-21,9999-12-31,True
6000033413,1243320963528,Electricity,MTR25105455,Traditional,Active,2023-06-03,9999-12-31,True
6000041810,6033838013098,Electricity,MTR64681490,Traditional,Active,2025-01-16,9999-12-31,True
6000033207,7048061016091,Electricity,MTR95091398,Smart,Active,2024-05-06,9999-12-31,True
6000028082,5539110175152,Electricity,MTR69859861,Traditional,Active,2023-11-22,9999-12-31,True
6000019881,4844521603995,Electricity,MTR13810054,Traditional,Active,2024-10-23,9999-12-31,True
6000025784,1491421397054,Electricity,MTR60624001,Traditional,Active,2023-12-29,2025-04-13,False
6000025784,1491421397054,Electricity,MTR60624001,Smart,Active,2025-04-13,9999-12-31,True
6000013076,5403860635423,Electricity,MTR43554145,Traditional,Active,2023-12-22,9999-12-31,True
6000032513,3651327929982,Electricity,MTR95963933,Traditional,Active,2022-10-22,9999-12-31,True
6000035270,8635115167815,Electricity,MTR35117805,Traditional,Active,2023-07-09,9999-12-31,True
6000023667,3246161057490,Electricity,MTR51640132,Traditional,Active,2022-11-21,9999-12-31,True
6000007856,5613897239402,Electricity,MTR15500078,Smart,Active,2026-01-11,9999-12-31,True
6000020827,8645283060088,Electricity,MTR60383965,Traditional,Active,2024-08-10,2024-09-18,False
6000020827,8645283060088,Electricity,MTR60383965,Smart,Active,2024-09-18,9999-12-31,True
6000017425,8851449648782,Electricity,MTR22074866,Traditional,Active,2024-07-26,2025-03-28,False
6000017425,8851449648782,Electricity,MTR22074866,Smart,Active,2025-03-28,9999-12-31,True
6000015927,9816593008190,Electricity,MTR37591637,Traditional,Active,2024-04-19,2025-03-17,False
6000015927,9816593008190,Electricity,MTR37591637,Smart,Active,2025-03-17,9999-12-31,True
6000024242,2314526354908,Electricity,MTR65985400,Traditional,Active,2023-07-03,2025-11-30,False
6000024242,2314526354908,Electricity,MTR65985400,Smart,Active,2025-11-30,9999-12-31,True
6000001598,9696594432885,Electricity,MTR94617528,Traditional,Active,2024-11-28,9999-12-31,True
6000027660,9817667083546,Electricity,MTR79469867,Traditional,Active,2024-02-20,9999-12-31,True
6000004200,2657478361560,Electricity,MTR83023467,Smart,Active,2022-10-30,9999-12-31,True
6000034720,8721491508783,Electricity,MTR50765915,Smart,Active,2023-11-08,9999-12-31,True
6000040115,6408184747597,Electricity,MTR22133680,Traditional,Active,2024-06-12,9999-12-31,True
6000003992,3690680293486,Electricity,MTR35598558,Traditional,Active,2024-05-10,2025-03-14,False
6000003992,3690680293486,Electricity,MTR35598558,Smart,Active,2025-03-14,9999-12-31,True
6000037498,1772617426029,Electricity,MTR63099158,Traditional,Active,2025-06-09,9999-12-31,True
6000001188,1400658842592,Electricity,MTR73284293,Traditional,Active,2026-02-14,9999-12-31,True
6000041508,1017484157401,Electricity,MTR94605665,Traditional,Active,2023-01-18,2024-12-21,False
6000041508,1017484157401,Electricity,MTR94605665,Smart,Active,2024-12-21,9999-12-31,True
6000041630,5255085337641,Electricity,MTR34927446,Traditional,Active,2026-04-01,9999-12-31,True
6000028141,2477849310602,Electricity,MTR76115997,Smart,Active,2026-03-10,9999-12-31,True
6000004336,9516944342024,Electricity,MTR57951404,Traditional,Active,2022-08-20,2025-05-14,False
6000004336,9516944342024,Electricity,MTR57951404,Smart,Active,2025-05-14,9999-12-31,True
6000002868,8077365584715,Electricity,MTR73960651,Smart,Active,2023-06-28,9999-12-31,True
6000014968,5175440715174,Electricity,MTR64455631,Traditional,Active,2026-03-02,2026-06-19,False
6000014968,5175440715174,Electricity,MTR64455631,Smart,Active,2026-06-19,9999-12-31,True
6000016423,5248466939879,Electricity,MTR47300571,Smart,Active,2024-09-24,9999-12-31,True
6000043845,9407817982354,Electricity,MTR22709983,Traditional,Active,2022-10-14,2024-10-03,False
6000043845,9407817982354,Electricity,MTR22709983,Smart,Active,2024-10-03,9999-12-31,True
6000035084,7438691092937,Electricity,MTR75658626,Traditional,Active,2025-04-06,2026-01-19,False
6000035084,7438691092937,Electricity,MTR75658626,Smart,Active,2026-01-19,9999-12-31,True
6000025019,7326015054625,Electricity,MTR94635037,Smart,Active,2026-05-04,9999-12-31,True
6000028613,8863633287572,Electricity,MTR51872028,Traditional,Active,2023-07-14,2025-05-17,False
6000028613,8863633287572,Electricity,MTR51872028,Smart,Active,2025-05-17,9999-12-31,True
6000033241,8185772363261,Electricity,MTR89369914,Traditional,Active,2024-05-15,2025-11-18,False
6000033241,8185772363261,Electricity,MTR89369914,Smart,Active,2025-11-18,9999-12-31,True
6000002560,1100375090191,Electricity,MTR74475440,Traditional,Active,2024-06-06,9999-12-31,True
6000043493,6929346548468,Electricity,MTR34236118,Traditional,Active,2022-07-27,2025-12-30,False
6000043493,6929346548468,Electricity,MTR34236118,Smart,Active,2025-12-30,9999-12-31,True
6000007087,3445047431460,Electricity,MTR34597262,Traditional,Active,2024-03-23,2026-03-03,False
6000007087,3445047431460,Electricity,MTR34597262,Smart,Active,2026-03-03,9999-12-31,True
6000047874,2665851205775,Electricity,MTR21343942,Traditional,Active,2025-04-20,9999-12-31,True
6000039909,2133922529125,Electricity,MTR85626660,Smart,Active,2024-10-17,9999-12-31,True
6000046968,2961557154173,Electricity,MTR99305390,Traditional,Active,2022-12-23,9999-12-31,True
6000041759,8804537141599,Electricity,MTR54850004,Smart,Active,2024-06-03,9999-12-31,True
6000001935,1705814421174,Electricity,MTR73440015,Smart,Active,2026-07-31,9999-12-31,True
6000031153,7366141932953,Electricity,MTR35850637,Traditional,Active,2023-05-16,2026-01-05,False
6000031153,7366141932953,Electricity,MTR35850637,Smart,Active,2026-01-05,9999-12-31,True
6000035739,1884796578003,Electricity,MTR60721497,Smart,Active,2025-12-17,9999-12-31,True
6000029422,5749925226424,Electricity,MTR51762233,Traditional,Active,2024-04-28,2025-11-07,False
6000029422,5749925226424,Electricity,MTR51762233,Smart,Active,2025-11-07,9999-12-31,True
6000040631,3107811567134,Electricity,MTR13948584,Traditional,Active,2024-11-14,2024-12-19,False
6000040631,3107811567134,Electricity,MTR13948584,Smart,Active,2024-12-19,9999-12-31,True
6000033702,9556746499512,Electricity,MTR86552928,Smart,Active,2025-10-14,9999-12-31,True
6000012973,1749441254735,Electricity,MTR58570148,Traditional,Active,2025-08-18,2026-03-18,False
6000012973,1749441254735,Electricity,MTR58570148,Smart,Active,2026-03-18,9999-12-31,True
6000028524,4172414241639,Electricity,MTR39331913,Traditional,Active,2024-06-02,2025-10-20,False
6000028524,4172414241639,Electricity,MTR39331913,Smart,Active,2025-10-20,9999-12-31,True
6000033828,5036620913324,Electricity,MTR32261342,Smart,Active,2024-10-23,9999-12-31,True
6000010965,3631553536922,Electricity,MTR71617129,Smart,Active,2023-04-09,9999-12-31,True
6000037541,2763317924322,Electricity,MTR78106488,Smart,Active,2025-12-24,9999-12-31,True
6000026846,4111790837721,Electricity,MTR57796515,Traditional,Active,2023-04-24,2025-11-26,False
6000026846,4111790837721,Electricity,MTR57796515,Smart,Active,2025-11-26,9999-12-31,True
6000041557,3464448203470,Electricity,MTR56163653,Traditional,Active,2026-04-24,9999-12-31,True
6000013689,1983579621307,Electricity,MTR83125602,Traditional,Active,2022-07-27,2025-10-20,False
6000013689,1983579621307,Electricity,MTR83125602,Smart,Active,2025-10-20,9999-12-31,True
6000006101,8076785805352,Electricity,MTR50460704,Traditional,Active,2025-04-16,2025-09-16,False
6000006101,8076785805352,Electricity,MTR50460704,Smart,Active,2025-09-16,9999-12-31,True
6000032780,7016976375206,Electricity,MTR63803074,Smart,Active,2023-08-12,9999-12-31,True
6000000748,2481534874054,Electricity,MTR89233086,Traditional,Active,2024-07-18,9999-12-31,True
6000002099,2282724079266,Electricity,MTR33442543,Traditional,Active,2023-08-20,9999-12-31,True
6000008865,7217040190407,Electricity,MTR62837540,Smart,Active,2025-03-22,9999-12-31,True
6000001476,1298508355440,Electricity,MTR65841476,Smart,Active,2024-03-13,9999-12-31,True
6000033520,9769486574878,Electricity,MTR38307746,Traditional,Active,2026-03-16,9999-12-31,True
6000029759,5585433885980,Electricity,MTR37722415,Traditional,Active,2024-10-04,2026-07-28,False
6000029759,5585433885980,Electricity,MTR37722415,Smart,Active,2026-07-28,9999-12-31,True
6000036057,2357073250065,Electricity,MTR61312162,Traditional,Active,2024-07-18,2026-02-20,False
6000036057,2357073250065,Electricity,MTR61312162,Smart,Active,2026-02-20,9999-12-31,True
6000009534,7461982111896,Electricity,MTR25110889,Traditional,Active,2026-03-15,9999-12-31,True
6000029495,9977348273749,Electricity,MTR31351132,Traditional,Active,2022-08-17,2025-06-19,False
6000029495,9977348273749,Electricity,MTR31351132,Smart,Active,2025-06-19,9999-12-31,True
6000035941,1019395842545,Electricity,MTR31450294,Traditional,Active,2024-11-16,2025-08-21,False
6000035941,1019395842545,Electricity,MTR31450294,Smart,Active,2025-08-21,9999-12-31,True
6000047513,5919345682477,Electricity,MTR59792293,Traditional,Active,2022-08-13,2024-10-20,False
6000047513,5919345682477,Electricity,MTR59792293,Smart,Active,2024-10-20,9999-12-31,True
6000000410,6994250999593,Electricity,MTR47423152,Traditional,Active,2023-04-27,2025-02-20,False
6000000410,6994250999593,Electricity,MTR47423152,Smart,Active,2025-02-20,9999-12-31,True
6000025401,9429422431479,Electricity,MTR51182558,Traditional,Active,2026-03-05,9999-12-31,True
6000035106,7468841712410,Electricity,MTR54857819,Smart,Active,2023-12-09,9999-12-31,True
6000032151,6073840782169,Electricity,MTR56314294,Smart,Active,2025-04-03,9999-12-31,True
6000020973,2018416075837,Electricity,MTR70927300,Traditional,Active,2024-03-06,9999-12-31,True
6000038162,8066684235436,Electricity,MTR15871882,Traditional,Active,2024-05-07,2026-04-02,False
6000038162,8066684235436,Electricity,MTR15871882,Smart,Active,2026-04-02,9999-12-31,True
6000001074,6544561751014,Electricity,MTR46520461,Smart,Active,2023-08-23,9999-12-31,True
6000034897,1203397264894,Electricity,MTR66253871,Smart,Active,2024-11-07,9999-12-31,True
6000017305,2892547543154,Electricity,MTR35743168,Smart,Active,2024-08-29,9999-12-31,True
6000045737,3088812686017,Electricity,MTR76522513,Smart,Active,2025-09-07,9999-12-31,True
6000012313,1431941076041,Electricity,MTR75578780,Traditional,Active,2024-08-06,9999-12-31,True
6000038870,9966649461953,Electricity,MTR42954485,Smart,Active,2025-04-09,9999-12-31,True
6000025434,4534766720783,Electricity,MTR71530776,Smart,Active,2026-07-05,9999-12-31,True
6000003682,6442712144889,Electricity,MTR81603348,Smart,Active,2025-10-13,9999-12-31,True
6000035822,7974373021392,Electricity,MTR12185128,Traditional,Active,2026-01-09,9999-12-31,True
6000045267,3310172008358,Electricity,MTR14887918,Traditional,Active,2025-07-04,2026-05-04,False
6000045267,3310172008358,Electricity,MTR14887918,Smart,Active,2026-05-04,9999-12-31,True
6000006774,1669429495434,Electricity,MTR41474155,Traditional,Active,2024-12-28,2025-10-21,False
6000006774,1669429495434,Electricity,MTR41474155,Smart,Active,2025-10-21,9999-12-31,True
6000028927,6896269940760,Electricity,MTR48016380,Traditional,Active,2024-04-23,2026-01-24,False
6000028927,6896269940760,Electricity,MTR48016380,Smart,Active,2026-01-24,9999-12-31,True
6000040500,7739926340071,Electricity,MTR96635860,Smart,Active,2026-02-24,9999-12-31,True
6000026520,1121350156738,Electricity,MTR90376814,Smart,Active,2026-01-07,9999-12-31,True
6000040003,6360516221186,Electricity,MTR54091869,Traditional,Active,2024-07-11,2025-09-29,False
6000040003,6360516221186,Electricity,MTR54091869,Smart,Active,2025-09-29,9999-12-31,True
6000006413,6305039900486,Electricity,MTR99698445,Smart,Active,2025-12-23,9999-12-31,True
6000047675,7245664918650,Electricity,MTR39445392,Traditional,Active,2024-04-30,2026-07-29,False
6000047675,7245664918650,Electricity,MTR39445392,Smart,Active,2026-07-29,9999-12-31,True
6000045627,8209004647448,Electricity,MTR97074232,Traditional,Active,2024-04-03,9999-12-31,True
6000012717,2322945705573,Electricity,MTR83562045,Traditional,Active,2023-01-31,2026-01-28,False
6000012717,2322945705573,Electricity,MTR83562045,Smart,Active,2026-01-28,9999-12-31,True
6000034504,8935921138945,Electricity,MTR64498043,Traditional,Active,2022-11-09,2026-04-23,False
6000034504,8935921138945,Electricity,MTR64498043,Smart,Active,2026-04-23,9999-12-31,True
6000045168,7841146001205,Electricity,MTR56871865,Smart,Active,2023-04-13,9999-12-31,True
6000038756,1937147581719,Electricity,MTR54581553,Smart,Active,2025-06-19,9999-12-31,True
6000036345,9868677268759,Electricity,MTR32196330,Traditional,Active,2024-03-09,2026-08-01,False
6000036345,9868677268759,Electricity,MTR32196330,Smart,Active,2026-08-01,9999-12-31,True
6000040981,3992810459252,Electricity,MTR61015838,Traditional,Active,2025-11-29,9999-12-31,True
6000010590,8028523060977,Electricity,MTR33109008,Traditional,Active,2023-04-09,9999-12-31,True
6000036829,5486440696965,Electricity,MTR33427532,Traditional,Active,2023-09-30,9999-12-31,True
6000039458,5189943167227,Electricity,MTR21787481,Traditional,Active,2024-02-23,2025-03-28,False
6000039458,5189943167227,Electricity,MTR21787481,Smart,Active,2025-03-28,9999-12-31,True
6000026651,2292685933062,Electricity,MTR79425805,Smart,Active,2025-12-09,9999-12-31,True
6000042426,7419311987085,Electricity,MTR32257452,Smart,Active,2022-12-03,9999-12-31,True
6000008708,3637729317929,Electricity,MTR53765640,Traditional,Active,2024-03-06,2025-04-04,False
6000008708,3637729317929,Electricity,MTR53765640,Smart,Active,2025-04-04,9999-12-31,True
6000045383,1024682166836,Electricity,MTR92811406,Smart,Active,2023-07-12,9999-12-31,True
6000033989,1285944358035,Electricity,MTR36433222,Smart,Active,2024-10-02,9999-12-31,True
6000048132,5576880823193,Electricity,MTR49582268,Traditional,Active,2023-06-01,2026-05-17,False
6000048132,5576880823193,Electricity,MTR49582268,Smart,Active,2026-05-17,9999-12-31,True
6000024162,4750642619666,Electricity,MTR10613970,Smart,Active,2024-05-08,9999-12-31,True
6000042827,8114100639220,Electricity,MTR92215853,Traditional,Active,2023-01-10,9999-12-31,True
6000020258,3237813989280,Electricity,MTR83296288,Traditional,Active,2024-04-15,2025-07-30,False
6000020258,3237813989280,Electricity,MTR83296288,Smart,Active,2025-07-30,9999-12-31,True
6000016538,2532152358230,Electricity,MTR93405406,Traditional,Active,2023-01-24,2025-12-21,False
6000016538,2532152358230,Electricity,MTR93405406,Smart,Active,2025-12-21,9999-12-31,True
6000021654,9028861180948,Electricity,MTR22899996,Smart,Active,2025-11-03,9999-12-31,True
6000020494,5441453484632,Electricity,MTR34028829,Traditional,Active,2024-08-24,9999-12-31,True
6000013534,9813085265203,Electricity,MTR54636603,Traditional,Active,2024-06-03,2025-12-14,False
6000013534,9813085265203,Electricity,MTR54636603,Smart,Active,2025-12-14,9999-12-31,True
6000040992,4614015339763,Electricity,MTR31182144,Traditional,Active,2025-09-08,9999-12-31,True
6000020872,7883276808191,Electricity,MTR94558053,Smart,Active,2024-01-14,9999-12-31,True
6000033226,6987264322211,Electricity,MTR41301323,Smart,Active,2024-03-11,9999-12-31,True
6000044128,6360120802497,Electricity,MTR78552848,Smart,Active,2025-11-20,9999-12-31,True
6000033541,6990346974564,Electricity,MTR24461712,Traditional,Active,2025-08-30,9999-12-31,True
6000035436,1602095975092,Electricity,MTR18183741,Smart,Active,2026-08-03,9999-12-31,True
6000024525,6185008766218,Electricity,MTR20359247,Traditional,Active,2023-01-11,9999-12-31,True
6000031217,8758091984776,Electricity,MTR86693442,Smart,Active,2024-10-24,9999-12-31,True
6000004317,4643480216470,Electricity,MTR11847453,Traditional,Active,2025-09-24,9999-12-31,True
6000010718,7059704019129,Electricity,MTR14766134,Smart,Active,2026-07-17,9999-12-31,True
6000014087,1127085336550,Electricity,MTR33633530,Smart,Active,2023-05-13,9999-12-31,True
