CALL_ID,ACCOUNT_NUMBER,CALL_DATE,CALL_DIRECTION,CALL_REASON,RELATED_COMPLAINT_ID,OUTCOME,AGENT_TEAM,CALL_DURATION_MINS
21251,6000014238,2025-02-26,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,7
21252,6000049460,2025-02-26,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,16
21253,6000008666,2025-02-26,Inbound,Service - General,24152.0,Escalated to Complaint,Customer Service,7
21254,6000013747,2025-02-26,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,11
21255,6000013689,2025-02-26,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,6
21256,6000001177,2025-02-26,Outbound,Debt / Collections,,Left Voicemail,Collections,18
21257,6000033002,2025-02-26,Outbound,Debt / Collections,,Left Voicemail,Collections,6
21258,6000006266,2025-02-26,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,10
21259,6000045770,2025-02-26,Outbound,Debt / Collections,,No Answer,Collections,15
21260,6000026269,2025-02-26,Inbound,Payment / Direct Debit,46767.0,Escalated to Complaint,Collections,24
21261,6000039460,2025-02-26,Inbound,Billing - Estimated Read,48612.0,Escalated to Complaint,Billing,7
21262,6000006605,2025-02-26,Inbound,Service - General,,Resolved,Customer Service,22
21263,6000030376,2025-02-26,Outbound,Debt / Collections,,No Answer,Collections,2
21264,6000026142,2025-02-26,Inbound,Billing - Estimated Read,39501.0,Escalated to Complaint,Billing,12
21265,6000023946,2025-02-26,Inbound,Billing - Estimated Read,6937.0,Escalated to Complaint,Billing,17
21266,6000033260,2025-02-26,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,23
21267,6000019236,2025-02-26,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,11
21268,6000022420,2025-02-26,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,12
21269,6000025203,2025-02-26,Inbound,Payment / Direct Debit,11529.0,Escalated to Complaint,Collections,6
21270,6000002894,2025-02-26,Inbound,Service - General,22452.0,Escalated to Complaint,Customer Service,13
21271,6000013833,2025-02-26,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,12
21272,6000035848,2025-02-26,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,6
21273,6000042411,2025-02-26,Inbound,Service - General,13548.0,Escalated to Complaint,Customer Service,18
21274,6000016773,2025-02-26,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,23
21275,6000010683,2025-02-26,Outbound,Debt / Collections,,No Answer,Collections,22
21276,6000026135,2025-02-26,Outbound,Debt / Collections,,No Answer,Collections,20
21277,6000015574,2025-02-26,Inbound,Payment / Direct Debit,16186.0,Escalated to Complaint,Collections,14
21278,6000016993,2025-02-26,Inbound,Billing - Estimated Read,19563.0,Escalated to Complaint,Billing,9
21279,6000024556,2025-02-26,Outbound,Debt / Collections,,No Answer,Collections,10
21280,6000030249,2025-02-26,Outbound,Debt / Collections,,Left Voicemail,Collections,18
21281,6000024623,2025-02-27,Inbound,Payment / Direct Debit,40459.0,Escalated to Complaint,Collections,8
21282,6000000325,2025-02-27,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,11
21283,6000039044,2025-02-27,Inbound,Service - General,7671.0,Escalated to Complaint,Customer Service,24
21284,6000044413,2025-02-27,Outbound,Debt / Collections,,No Answer,Collections,23
21285,6000049952,2025-02-27,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,20
21286,6000028357,2025-02-27,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,8
21287,6000036176,2025-02-27,Inbound,Payment / Direct Debit,40275.0,Escalated to Complaint,Collections,9
21288,6000015134,2025-02-27,Inbound,Service - General,6238.0,Escalated to Complaint,Customer Service,16
21289,6000014645,2025-02-27,Inbound,Service - General,,Resolved,Customer Service,22
21290,6000041340,2025-02-27,Inbound,Service - General,,Resolved,Customer Service,19
21291,6000023923,2025-02-27,Inbound,Service - General,44422.0,Escalated to Complaint,Customer Service,8
21292,6000021979,2025-02-27,Inbound,Service - General,,Information Provided,Customer Service,19
21293,6000031957,2025-02-27,Inbound,Service - General,41938.0,Escalated to Complaint,Customer Service,18
21294,6000027479,2025-02-27,Outbound,Debt / Collections,,Left Voicemail,Collections,7
21295,6000024225,2025-02-27,Inbound,Service - General,,Resolved,Customer Service,4
21296,6000010901,2025-02-27,Outbound,Debt / Collections,,Referred to Vulnerability Team,Collections,19
21297,6000022778,2025-02-27,Outbound,Debt / Collections,,No Answer,Collections,23
21298,6000008725,2025-02-27,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,5
21299,6000011089,2025-02-27,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,24
21300,6000044954,2025-02-27,Inbound,Service - General,,Resolved,Customer Service,3
21301,6000026872,2025-02-27,Inbound,Service - General,1718.0,Escalated to Complaint,Customer Service,18
21302,6000028150,2025-02-27,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,21
21303,6000026764,2025-02-27,Inbound,Service - General,,Resolved,Customer Service,4
21304,6000038944,2025-02-27,Inbound,Service - General,45241.0,Escalated to Complaint,Customer Service,11
21305,6000044188,2025-02-27,Inbound,Service - General,,Resolved,Customer Service,19
21306,6000037285,2025-02-27,Inbound,Billing - Estimated Read,44944.0,Escalated to Complaint,Billing,13
21307,6000046417,2025-02-27,Inbound,Payment / Direct Debit,10380.0,Escalated to Complaint,Collections,6
21308,6000016514,2025-02-27,Outbound,Debt / Collections,,No Answer,Collections,15
21309,6000029485,2025-02-27,Inbound,Service - General,,Information Provided,Customer Service,17
21310,6000034311,2025-02-27,Inbound,Service - General,5257.0,Escalated to Complaint,Customer Service,16
21311,6000001620,2025-02-27,Inbound,Service - General,,Follow-up Required,Customer Service,19
21312,6000029100,2025-02-27,Inbound,Service - General,38196.0,Escalated to Complaint,Customer Service,9
21313,6000011976,2025-02-27,Inbound,Debt / Collections,38805.0,Escalated to Complaint,Collections,12
21314,6000001998,2025-02-27,Inbound,Service - General,4661.0,Escalated to Complaint,Customer Service,21
21315,6000048066,2025-02-27,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,16
21316,6000027527,2025-02-27,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,14
21317,6000019549,2025-02-27,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,18
21318,6000013085,2025-02-27,Inbound,Service - General,,Follow-up Required,Customer Service,6
21319,6000049030,2025-02-27,Inbound,Payment / Direct Debit,4725.0,Escalated to Complaint,Collections,16
21320,6000031271,2025-02-27,Inbound,Payment / Direct Debit,41763.0,Escalated to Complaint,Collections,3
21321,6000032814,2025-02-27,Inbound,Billing - Estimated Read,38924.0,Escalated to Complaint,Billing,24
21322,6000029374,2025-02-27,Inbound,Payment / Direct Debit,6565.0,Escalated to Complaint,Collections,24
21323,6000012323,2025-02-27,Inbound,Payment / Direct Debit,8339.0,Escalated to Complaint,Collections,16
21324,6000010386,2025-02-27,Inbound,Billing - Estimated Read,45184.0,Escalated to Complaint,Billing,11
21325,6000042571,2025-02-27,Inbound,Payment / Direct Debit,37723.0,Escalated to Complaint,Collections,14
21326,6000033494,2025-02-27,Outbound,Debt / Collections,,No Answer,Collections,17
21327,6000011330,2025-02-27,Inbound,Payment / Direct Debit,9536.0,Escalated to Complaint,Collections,11
21328,6000014850,2025-02-27,Inbound,Service - General,8360.0,Escalated to Complaint,Customer Service,11
21329,6000000306,2025-02-27,Inbound,Service - General,44299.0,Escalated to Complaint,Customer Service,21
21330,6000047268,2025-02-27,Inbound,Service - General,9222.0,Escalated to Complaint,Customer Service,17
21331,6000016015,2025-02-27,Outbound,Debt / Collections,,Referred to Vulnerability Team,Collections,6
21332,6000036251,2025-02-27,Inbound,Service - General,35336.0,Escalated to Complaint,Customer Service,17
21333,6000046168,2025-02-27,Inbound,Service - General,48968.0,Escalated to Complaint,Customer Service,11
21334,6000014232,2025-02-27,Outbound,Debt / Collections,,No Answer,Collections,7
21335,6000040885,2025-02-27,Outbound,Debt / Collections,,Left Voicemail,Collections,20
21336,6000022353,2025-02-27,Outbound,Debt / Collections,,No Answer,Collections,7
21337,6000005898,2025-02-27,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,21
21338,6000003932,2025-02-27,Outbound,Debt / Collections,,No Answer,Collections,3
21339,6000027921,2025-02-27,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,9
21340,6000041515,2025-02-27,Inbound,Service - General,15966.0,Escalated to Complaint,Customer Service,14
21341,6000028412,2025-02-27,Inbound,Billing - Estimated Read,15929.0,Escalated to Complaint,Billing,23
21342,6000000851,2025-02-27,Inbound,Billing - Estimated Read,15819.0,Escalated to Complaint,Billing,24
21343,6000004688,2025-02-27,Outbound,Debt / Collections,,Left Voicemail,Collections,8
21344,6000002211,2025-02-27,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,3
21345,6000021589,2025-02-27,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,17
21346,6000035597,2025-02-27,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,12
21347,6000048617,2025-02-27,Inbound,Service - General,21244.0,Escalated to Complaint,Customer Service,19
21348,6000032990,2025-02-27,Outbound,Debt / Collections,,Left Voicemail,Collections,13
21349,6000030027,2025-02-27,Outbound,Debt / Collections,,Referred to Vulnerability Team,Collections,15
21350,6000042863,2025-02-27,Outbound,Debt / Collections,,Left Voicemail,Collections,16
21351,6000026533,2025-02-27,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,11
21352,6000018577,2025-02-27,Inbound,Service - General,21316.0,Escalated to Complaint,Customer Service,14
21353,6000011864,2025-02-27,Outbound,Debt / Collections,,Left Voicemail,Collections,23
21354,6000015011,2025-02-27,Outbound,Debt / Collections,,Left Voicemail,Collections,2
21355,6000003071,2025-02-27,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,23
21356,6000009026,2025-02-27,Outbound,Debt / Collections,,Referred to Vulnerability Team,Collections,23
21357,6000008345,2025-02-27,Outbound,Debt / Collections,,No Answer,Collections,4
21358,6000019897,2025-02-27,Outbound,Debt / Collections,,Left Voicemail,Collections,5
21359,6000018412,2025-02-27,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,14
21360,6000028336,2025-02-27,Outbound,Debt / Collections,,No Answer,Collections,16
21361,6000017287,2025-02-27,Outbound,Debt / Collections,,Referred to Vulnerability Team,Collections,18
21362,6000006611,2025-02-27,Outbound,Debt / Collections,,Left Voicemail,Collections,9
21363,6000020530,2025-02-27,Outbound,Debt / Collections,,No Answer,Collections,19
21364,6000033939,2025-02-27,Outbound,Debt / Collections,,No Answer,Collections,24
21365,6000036932,2025-02-27,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,3
21366,6000022835,2025-02-27,Outbound,Debt / Collections,,No Answer,Collections,14
21367,6000026574,2025-02-27,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,18
21368,6000049030,2025-02-27,Outbound,Debt / Collections,,Referred to Vulnerability Team,Collections,2
21369,6000012872,2025-02-27,Inbound,Payment / Direct Debit,30033.0,Escalated to Complaint,Collections,20
21370,6000020074,2025-02-27,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,17
21371,6000012786,2025-02-27,Inbound,Payment / Direct Debit,30011.0,Escalated to Complaint,Collections,24
21372,6000029128,2025-02-27,Inbound,Payment / Direct Debit,20579.0,Escalated to Complaint,Collections,24
21373,6000000341,2025-02-27,Outbound,Debt / Collections,,No Answer,Collections,23
21374,6000037005,2025-02-27,Outbound,Debt / Collections,,No Answer,Collections,10
21375,6000001192,2025-02-27,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,14
21376,6000009648,2025-02-27,Outbound,Debt / Collections,,Left Voicemail,Collections,13
21377,6000015347,2025-02-27,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,15
21378,6000026513,2025-02-27,Inbound,Service - General,17198.0,Escalated to Complaint,Customer Service,20
21379,6000048829,2025-02-27,Inbound,Service - General,26955.0,Escalated to Complaint,Customer Service,23
21380,6000020882,2025-02-27,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,16
21381,6000029514,2025-02-27,Outbound,Debt / Collections,,No Answer,Collections,13
21382,6000021467,2025-02-27,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,17
21383,6000003064,2025-02-27,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,15
21384,6000018990,2025-02-27,Outbound,Debt / Collections,,Left Voicemail,Collections,4
21385,6000004956,2025-02-27,Inbound,Payment / Direct Debit,11432.0,Escalated to Complaint,Collections,15
21386,6000032351,2025-02-27,Outbound,Debt / Collections,,Referred to Vulnerability Team,Collections,18
21387,6000017230,2025-02-27,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,14
21388,6000013665,2025-02-27,Outbound,Debt / Collections,,Left Voicemail,Collections,2
21389,6000001406,2025-02-27,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,3
21390,6000016570,2025-02-27,Outbound,Debt / Collections,,No Answer,Collections,8
21391,6000016279,2025-02-27,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,4
21392,6000017318,2025-02-27,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,21
21393,6000008826,2025-02-27,Inbound,Service - General,27272.0,Escalated to Complaint,Customer Service,16
21394,6000046379,2025-02-27,Outbound,Debt / Collections,,No Answer,Collections,10
21395,6000001100,2025-02-27,Outbound,Debt / Collections,,No Answer,Collections,18
21396,6000039911,2025-02-27,Outbound,Debt / Collections,,Referred to Vulnerability Team,Collections,20
21397,6000045541,2025-02-27,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,4
21398,6000008964,2025-02-27,Inbound,Payment / Direct Debit,23240.0,Escalated to Complaint,Collections,9
21399,6000002798,2025-02-27,Outbound,Debt / Collections,,Referred to Vulnerability Team,Collections,10
21400,6000001894,2025-02-27,Outbound,Debt / Collections,,No Answer,Collections,7
21401,6000048515,2025-02-27,Outbound,Debt / Collections,,Left Voicemail,Collections,23
21402,6000013144,2025-02-27,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,20
21403,6000045984,2025-02-27,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,17
21404,6000049996,2025-02-27,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,6
21405,6000003961,2025-02-27,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,12
21406,6000012701,2025-02-27,Inbound,Payment / Direct Debit,14143.0,Escalated to Complaint,Collections,17
21407,6000035781,2025-02-27,Outbound,Debt / Collections,,Referred to Vulnerability Team,Collections,21
21408,6000020209,2025-02-27,Outbound,Debt / Collections,,No Answer,Collections,16
21409,6000040291,2025-02-27,Inbound,Service - General,28793.0,Escalated to Complaint,Customer Service,13
21410,6000034966,2025-02-27,Outbound,Debt / Collections,,Referred to Vulnerability Team,Collections,7
21411,6000002952,2025-02-27,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,19
21412,6000035401,2025-02-27,Inbound,Payment / Direct Debit,22130.0,Escalated to Complaint,Collections,24
21413,6000008519,2025-02-27,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,19
21414,6000023421,2025-02-27,Inbound,Payment / Direct Debit,13857.0,Escalated to Complaint,Collections,24
21415,6000038684,2025-02-27,Inbound,Debt / Collections,13852.0,Escalated to Complaint,Collections,21
21416,6000032364,2025-02-27,Inbound,Payment / Direct Debit,22353.0,Escalated to Complaint,Collections,21
21417,6000022606,2025-02-27,Outbound,Debt / Collections,,Referred to Vulnerability Team,Collections,15
21418,6000011843,2025-02-27,Outbound,Debt / Collections,,No Answer,Collections,23
21419,6000038594,2025-02-27,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,22
21420,6000039451,2025-02-27,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,13
21421,6000026890,2025-02-27,Outbound,Debt / Collections,,Referred to Vulnerability Team,Collections,23
21422,6000026060,2025-02-27,Outbound,Debt / Collections,,Left Voicemail,Collections,23
21423,6000023675,2025-02-27,Outbound,Debt / Collections,,Referred to Vulnerability Team,Collections,5
21424,6000048844,2025-02-27,Outbound,Debt / Collections,,Left Voicemail,Collections,23
21425,6000028336,2025-02-27,Inbound,Payment / Direct Debit,19514.0,Escalated to Complaint,Collections,6
21426,6000022698,2025-02-27,Outbound,Debt / Collections,,No Answer,Collections,7
21427,6000007852,2025-02-27,Inbound,Service - General,19200.0,Escalated to Complaint,Customer Service,24
21428,6000005832,2025-02-27,Inbound,Payment / Direct Debit,11589.0,Escalated to Complaint,Collections,21
21429,6000021981,2025-02-27,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,20
21430,6000019735,2025-02-27,Inbound,Billing - Estimated Read,48372.0,Escalated to Complaint,Billing,9
21431,6000028785,2025-02-27,Outbound,Debt / Collections,,Referred to Vulnerability Team,Collections,4
21432,6000039503,2025-02-27,Outbound,Debt / Collections,,Referred to Vulnerability Team,Collections,19
21433,6000024052,2025-02-27,Inbound,Billing - Estimated Read,24351.0,Escalated to Complaint,Billing,16
21434,6000043108,2025-02-27,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,14
21435,6000000033,2025-02-27,Outbound,Debt / Collections,,Left Voicemail,Collections,9
21436,6000004594,2025-02-28,Inbound,Billing - Estimated Read,44693.0,Escalated to Complaint,Billing,23
21437,6000015919,2025-02-28,Outbound,Debt / Collections,,No Answer,Collections,20
21438,6000004058,2025-02-28,Inbound,Billing - Estimated Read,35222.0,Escalated to Complaint,Billing,9
21439,6000042367,2025-02-28,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,20
21440,6000026015,2025-02-28,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,18
21441,6000016583,2025-02-28,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,2
21442,6000047069,2025-02-28,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,19
21443,6000003274,2025-02-28,Inbound,Service - General,47364.0,Escalated to Complaint,Customer Service,24
21444,6000042621,2025-02-28,Inbound,Service - General,43603.0,Escalated to Complaint,Customer Service,20
21445,6000003345,2025-02-28,Inbound,Service - General,36567.0,Escalated to Complaint,Customer Service,14
21446,6000018051,2025-02-28,Inbound,Service - General,32619.0,Escalated to Complaint,Customer Service,15
21447,6000004869,2025-02-28,Outbound,Debt / Collections,,Left Voicemail,Collections,10
21448,6000026696,2025-02-28,Inbound,Payment / Direct Debit,22974.0,Escalated to Complaint,Collections,14
21449,6000011084,2025-02-28,Outbound,Debt / Collections,,Referred to Vulnerability Team,Collections,5
21450,6000049124,2025-02-28,Inbound,Service - General,40631.0,Escalated to Complaint,Customer Service,7
21451,6000002889,2025-02-28,Inbound,Service - General,22583.0,Escalated to Complaint,Customer Service,17
21452,6000040186,2025-02-28,Outbound,Debt / Collections,,Left Voicemail,Collections,10
21453,6000049107,2025-02-28,Outbound,Debt / Collections,,Referred to Vulnerability Team,Collections,9
21454,6000017902,2025-02-28,Inbound,Service - General,37134.0,Escalated to Complaint,Customer Service,21
21455,6000031296,2025-02-28,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,8
21456,6000030143,2025-02-28,Outbound,Debt / Collections,,No Answer,Collections,15
21457,6000046778,2025-02-28,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,8
21458,6000043178,2025-02-28,Outbound,Debt / Collections,,No Answer,Collections,16
21459,6000041366,2025-02-28,Inbound,Payment / Direct Debit,5897.0,Escalated to Complaint,Collections,14
21460,6000013438,2025-02-28,Inbound,Service - General,9938.0,Escalated to Complaint,Customer Service,2
21461,6000023089,2025-02-28,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,17
21462,6000000575,2025-02-28,Inbound,Service - General,,Resolved,Customer Service,15
21463,6000045103,2025-02-28,Outbound,Debt / Collections,,No Answer,Collections,9
21464,6000010538,2025-02-28,Inbound,Service - General,,Resolved,Customer Service,16
21465,6000044644,2025-02-28,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,19
21466,6000027294,2025-02-28,Inbound,Service - General,29007.0,Escalated to Complaint,Customer Service,11
21467,6000014180,2025-02-28,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,20
21468,6000046368,2025-02-28,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,10
21469,6000031764,2025-02-28,Outbound,Debt / Collections,,Referred to Vulnerability Team,Collections,2
21470,6000009115,2025-02-28,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,13
21471,6000002719,2025-02-28,Outbound,Debt / Collections,,No Answer,Collections,10
21472,6000005549,2025-02-28,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,4
21473,6000047731,2025-02-28,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,24
21474,6000028484,2025-02-28,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,19
21475,6000035552,2025-02-28,Outbound,Debt / Collections,,Left Voicemail,Collections,15
21476,6000038954,2025-02-28,Outbound,Debt / Collections,,No Answer,Collections,2
21477,6000049573,2025-02-28,Inbound,Payment / Direct Debit,11884.0,Escalated to Complaint,Collections,19
21478,6000031371,2025-02-28,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,18
21479,6000037264,2025-02-28,Outbound,Debt / Collections,,Referred to Vulnerability Team,Collections,4
21480,6000020257,2025-02-28,Outbound,Debt / Collections,,No Answer,Collections,8
21481,6000002022,2025-02-28,Outbound,Debt / Collections,,Left Voicemail,Collections,20
21482,6000011470,2025-02-28,Inbound,Payment / Direct Debit,41249.0,Escalated to Complaint,Collections,21
21483,6000017590,2025-02-28,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,9
21484,6000033989,2025-02-28,Outbound,Debt / Collections,,Left Voicemail,Collections,20
21485,6000036361,2025-02-28,Outbound,Debt / Collections,,Referred to Vulnerability Team,Collections,8
21486,6000046716,2025-02-28,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,16
21487,6000025499,2025-02-28,Inbound,Payment / Direct Debit,42471.0,Escalated to Complaint,Collections,11
21488,6000043556,2025-02-28,Outbound,Debt / Collections,,Left Voicemail,Collections,24
21489,6000012851,2025-02-28,Outbound,Debt / Collections,,No Answer,Collections,4
21490,6000034871,2025-02-28,Outbound,Debt / Collections,,No Answer,Collections,4
21491,6000043236,2025-02-28,Inbound,Service - General,34280.0,Escalated to Complaint,Customer Service,9
21492,6000026727,2025-02-28,Inbound,Payment / Direct Debit,14614.0,Escalated to Complaint,Collections,20
21493,6000018918,2025-02-28,Outbound,Debt / Collections,,No Answer,Collections,17
21494,6000049419,2025-02-28,Outbound,Debt / Collections,,Left Voicemail,Collections,13
21495,6000036741,2025-02-28,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,16
21496,6000025626,2025-02-28,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,6
21497,6000028242,2025-02-28,Inbound,Service - General,1637.0,Escalated to Complaint,Customer Service,20
21498,6000036516,2025-02-28,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,16
21499,6000028405,2025-02-28,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,3
21500,6000037625,2025-02-28,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,12
21501,6000012833,2025-02-28,Inbound,Service - General,,Resolved,Customer Service,4
21502,6000025492,2025-02-28,Inbound,Service - General,,Resolved,Customer Service,5
21503,6000030995,2025-02-28,Outbound,Debt / Collections,,No Answer,Collections,22
21504,6000045175,2025-02-28,Inbound,Billing - Estimated Read,6706.0,Escalated to Complaint,Billing,17
21505,6000025835,2025-02-28,Inbound,Billing - Estimated Read,7552.0,Escalated to Complaint,Billing,14
21506,6000020675,2025-02-28,Outbound,Debt / Collections,,No Answer,Collections,17
21507,6000021910,2025-02-28,Inbound,Billing - Estimated Read,41789.0,Escalated to Complaint,Billing,7
21508,6000029789,2025-02-28,Outbound,Debt / Collections,,No Answer,Collections,3
21509,6000021451,2025-02-28,Inbound,Service - General,2014.0,Escalated to Complaint,Customer Service,16
21510,6000024954,2025-02-28,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,3
21511,6000046444,2025-02-28,Inbound,Service - General,1348.0,Escalated to Complaint,Customer Service,9
21512,6000040662,2025-02-28,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,5
21513,6000008149,2025-02-28,Inbound,Service - General,27288.0,Escalated to Complaint,Customer Service,10
21514,6000022878,2025-02-28,Inbound,Service - General,,Information Provided,Customer Service,7
21515,6000028676,2025-02-28,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,17
21516,6000048942,2025-02-28,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,12
21517,6000000572,2025-02-28,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,24
21518,6000006154,2025-02-28,Inbound,Service - General,6826.0,Escalated to Complaint,Customer Service,8
21519,6000049541,2025-02-28,Inbound,Payment / Direct Debit,14319.0,Escalated to Complaint,Collections,11
21520,6000020652,2025-02-28,Outbound,Debt / Collections,,No Answer,Collections,11
21521,6000040054,2025-02-28,Inbound,Service - General,,Resolved,Customer Service,6
21522,6000015319,2025-02-28,Inbound,Service - General,,Resolved,Customer Service,17
21523,6000028808,2025-02-28,Inbound,Service - General,,Resolved,Customer Service,23
21524,6000045803,2025-02-28,Inbound,Service - General,36562.0,Escalated to Complaint,Customer Service,9
21525,6000020513,2025-02-28,Outbound,Debt / Collections,,Referred to Vulnerability Team,Collections,2
21526,6000003420,2025-02-28,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,9
21527,6000033226,2025-02-28,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,2
21528,6000029129,2025-02-28,Inbound,Service - General,,Information Provided,Customer Service,17
21529,6000046618,2025-02-28,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,4
21530,6000026795,2025-02-28,Inbound,Billing - Estimated Read,37876.0,Escalated to Complaint,Billing,24
21531,6000046457,2025-02-28,Inbound,Service - General,,Information Provided,Customer Service,13
21532,6000032074,2025-02-28,Inbound,Service - General,,Resolved,Customer Service,15
21533,6000004755,2025-02-28,Outbound,Debt / Collections,,Promise to Pay Taken,Collections,4
21534,6000006683,2025-02-28,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,16
21535,6000003221,2025-02-28,Outbound,Debt / Collections,,Left Voicemail,Collections,10
21536,6000004910,2025-02-28,Inbound,Payment / Direct Debit,46500.0,Escalated to Complaint,Collections,15
21537,6000003228,2025-02-28,Inbound,Service - General,,Information Provided,Customer Service,21
21538,6000004535,2025-02-28,Inbound,Service - General,18119.0,Escalated to Complaint,Customer Service,20
21539,6000044838,2025-02-28,Inbound,Service - General,,Follow-up Required,Customer Service,3
21540,6000011251,2025-02-28,Outbound,Debt / Collections,,Referred to Vulnerability Team,Collections,21
21541,6000011360,2025-02-28,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,4
21542,6000015244,2025-02-28,Outbound,Debt / Collections,,Referred to Vulnerability Team,Collections,22
21543,6000049121,2025-02-28,Outbound,Debt / Collections,,Left Voicemail,Collections,14
21544,6000008555,2025-02-28,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,2
21545,6000029150,2025-02-28,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,11
21546,6000035314,2025-02-28,Inbound,Service - General,,Resolved,Customer Service,21
21547,6000030554,2025-02-28,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,13
21548,6000014288,2025-02-28,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,8
21549,6000011024,2025-02-28,Inbound,Service - General,4035.0,Escalated to Complaint,Customer Service,2
21550,6000009856,2025-02-28,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,21
21551,6000035355,2025-02-28,Inbound,Meter Fault,10511.0,Escalated to Complaint,Technical,19
21552,6000021315,2025-02-28,Inbound,Service - General,5540.0,Escalated to Complaint,Customer Service,12
21553,6000003825,2025-02-28,Outbound,Debt / Collections,,Payment Plan Set Up,Collections,21
