CONTRACT_ID,ACCOUNT_NUMBER,MPXN,FUEL_TYPE,TARIFF_NAME,CONTRACT_TYPE,CONTRACT_START_DATE,CONTRACT_END_DATE,RENEWAL_NUMBER,DAYS_TO_EXPIRY_AT_ASOF,EXIT_FEE_APPLICABLE,ACQUISITION_CHANNEL,STATUS
6000008369-E-4,6000008369,8423829576277,Electricity,StandardVariable,Fixed 12M,2025-10-25,2026-10-20,4,76,False,Telesales,Ended
6000020961-E-1,6000020961,8849628464726,Electricity,GreenFix 12,Fixed 24M,2026-03-29,2028-03-18,1,591,False,Renewal Auto,Active
6000024596-E-3,6000024596,2468544113287,Electricity,GreenFix 12,Fixed 24M,2026-07-15,2028-07-04,3,699,True,Broker,Ended
6000014257-E-2,6000014257,7415308047484,Electricity,FixSecure 24,Fixed 12M,2026-05-21,2027-05-16,2,284,True,Web,Active
6000001530-E-3,6000001530,8049997649634,Electricity,GreenFix 12,Fixed 12M,2025-09-24,2026-09-19,3,45,True,Price Comparison Site,Ended
6000024644-E-1,6000024644,4458425069246,Electricity,FixSecure 12,Fixed 24M,2025-11-07,2027-10-28,1,449,True,Renewal Auto,Ended
6000021934-E-2,6000021934,3498753222140,Electricity,StandardVariable,Fixed 24M,2025-11-22,2027-11-12,2,464,True,Telesales,Active
6000020027-E-1,6000020027,5949943168267,Electricity,FixSecure 12,Fixed 24M,2025-02-05,2027-01-26,1,174,False,Price Comparison Site,Ended
6000020385-E-4,6000020385,4058122810818,Electricity,StandardVariable,Fixed 12M,2025-08-30,2026-08-25,4,20,True,In-Store,Active
6000000185-E-1,6000000185,1942271061722,Electricity,FixSecure 12,Fixed 12M,2025-12-24,2026-12-19,1,136,True,In-Store,Ended
6000010964-E-2,6000010964,3081505293190,Electricity,DualSaver 18,Fixed 12M,2025-11-04,2026-10-30,2,86,False,Telesales,Active
6000004447-E-2,6000004447,2441740583254,Electricity,StandardVariable,Fixed 12M,2026-05-28,2027-05-23,2,291,True,Broker,Active
6000015350-E-4,6000015350,3068060487628,Electricity,GreenFix 12,Fixed 12M,2026-05-13,2027-05-08,4,276,True,Renewal Auto,Ended
6000020377-E-2,6000020377,4705099576829,Electricity,DualSaver 18,Fixed 24M,2025-07-20,2027-07-10,2,339,False,Price Comparison Site,Ended
6000011257-E-3,6000011257,1622793221057,Electricity,DualSaver 18,Fixed 12M,2025-10-25,2026-10-20,3,76,True,Broker,Ended
6000001144-E-3,6000001144,8123584805856,Electricity,FixSecure 24,Fixed 12M,2025-09-05,2026-08-31,3,26,True,Broker,Active
6000018470-E-2,6000018470,2348582397644,Electricity,StandardVariable,Fixed 12M,2025-10-30,2026-10-25,2,81,True,Renewal Auto,Ended
6000021402-E-3,6000021402,7072681927848,Electricity,PriceCapTracker,Fixed 12M,2026-05-31,2027-05-26,3,294,True,Web,Active
6000013757-E-3,6000013757,6714868268695,Electricity,PriceCapTracker,Fixed 12M,2026-06-02,2027-05-28,3,296,True,Web,Ended
6000019160-E-1,6000019160,6497260324683,Electricity,FixSecure 12,Fixed 12M,2025-10-19,2026-10-14,1,70,False,Telesales,Active
6000012883-E-4,6000012883,2296755651675,Electricity,DualSaver 18,Fixed 12M,2026-01-28,2027-01-23,4,171,False,Price Comparison Site,Active
6000024729-E-1,6000024729,7365782768814,Electricity,GreenFix 12,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Web,Active
6000012175-E-2,6000012175,7631901230026,Electricity,PriceCapTracker,Fixed 12M,2026-05-31,2027-05-26,2,294,True,Broker,Active
6000010454-E-1,6000010454,8463114080159,Electricity,GreenFix 12,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Renewal Auto,Active
6000002850-E-1,6000002850,7812907919546,Electricity,PriceCapTracker,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Price Comparison Site,Active
6000011300-E-2,6000011300,9959658148246,Electricity,FixSecure 12,Fixed 24M,2026-03-26,2028-03-15,2,588,True,Renewal Auto,Active
6000012293-E-1,6000012293,5216633496288,Electricity,EcoVariable,Fixed 12M,2026-07-15,2027-07-10,1,339,True,Price Comparison Site,Active
6000010696-E-3,6000010696,3628966243636,Electricity,FixSecure 24,Fixed 12M,2026-06-24,2027-06-19,3,318,False,Renewal Auto,Active
6000021606-E-1,6000021606,5560082690383,Electricity,FixSecure 24,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Renewal Auto,Active
6000006961-E-2,6000006961,6705669146524,Electricity,FixSecure 24,Fixed 24M,2025-12-10,2027-11-30,2,482,False,Renewal Auto,Active
6000008914-E-1,6000008914,8682714008717,Electricity,PriceCapTracker,Fixed 12M,2025-10-18,2026-10-13,1,69,False,Renewal Auto,Active
6000008479-E-2,6000008479,1529220351185,Electricity,FixSecure 12,Fixed 24M,2025-05-27,2027-05-17,2,285,False,Web,Active
6000021991-E-2,6000021991,4115574117260,Electricity,FixSecure 12,Fixed 12M,2026-03-08,2027-03-03,2,210,False,Telesales,Active
6000002399-E-1,6000002399,5667724642258,Electricity,FixSecure 24,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Web,Active
6000021974-E-2,6000021974,7638408826235,Electricity,EcoVariable,Fixed 12M,2026-06-04,2027-05-30,2,298,True,Broker,Ended
6000011110-E-4,6000011110,6018185891791,Electricity,FixSecure 12,Fixed 12M,2026-07-11,2027-07-06,4,335,True,In-Store,Ended
6000008871-E-4,6000008871,9603836798166,Electricity,EcoVariable,Fixed 12M,2026-01-31,2027-01-26,4,174,True,Telesales,Active
6000018256-E-1,6000018256,9928986662971,Electricity,PriceCapTracker,Fixed 24M,2026-02-06,2028-01-27,1,540,True,Web,Ended
6000012375-E-1,6000012375,6058963451796,Electricity,EcoVariable,Fixed 12M,2026-04-20,2027-04-15,1,253,True,Renewal Auto,Ended
6000022193-E-3,6000022193,7439145599962,Electricity,FixSecure 24,Fixed 24M,2026-07-16,2028-07-05,3,700,False,Web,Active
6000022889-E-2,6000022889,9296590576065,Electricity,FixSecure 12,Fixed 24M,2026-04-23,2028-04-12,2,616,True,Web,Active
6000022347-E-2,6000022347,1799824009297,Electricity,EcoVariable,Fixed 12M,2025-09-11,2026-09-06,2,32,False,Web,Active
6000013645-E-2,6000013645,8479868126415,Electricity,GreenFix 12,Fixed 12M,2026-08-04,2027-07-30,2,359,False,Price Comparison Site,Active
6000009323-E-1,6000009323,8573013287747,Electricity,GreenFix 12,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Web,Active
6000019691-E-4,6000019691,8598174945259,Electricity,PriceCapTracker,Fixed 12M,2026-01-24,2027-01-19,4,167,True,In-Store,Ended
6000009345-E-1,6000009345,6910253620874,Electricity,DualSaver 18,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Web,Active
6000019072-E-2,6000019072,7365275188762,Electricity,FixSecure 12,Fixed 24M,2025-06-05,2027-05-26,2,294,False,Renewal Auto,Active
6000008742-E-2,6000008742,9231154043450,Electricity,StandardVariable,Fixed 12M,2026-03-08,2027-03-03,2,210,False,Broker,Active
6000014294-E-1,6000014294,8571795386793,Electricity,EcoVariable,Fixed 12M,2025-12-21,2026-12-16,1,133,False,Price Comparison Site,Active
6000018230-E-1,6000018230,3756941782114,Electricity,GreenFix 12,Fixed 12M,2026-04-19,2027-04-14,1,252,True,Web,Active
6000001873-E-1,6000001873,7104982844652,Electricity,FixSecure 12,Fixed 24M,2025-06-19,2027-06-09,1,308,False,Web,Ended
6000010731-E-4,6000010731,4323452244667,Electricity,StandardVariable,Fixed 12M,2026-07-06,2027-07-01,4,330,False,Price Comparison Site,Active
6000011222-E-3,6000011222,6503534886646,Electricity,PriceCapTracker,Fixed 12M,2025-12-04,2026-11-29,3,116,True,In-Store,Active
6000011798-E-1,6000011798,4727449684961,Electricity,FixSecure 24,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Price Comparison Site,Active
6000021790-E-3,6000021790,8035970855513,Electricity,FixSecure 24,Fixed 12M,2025-09-30,2026-09-25,3,51,True,Price Comparison Site,Active
6000004150-E-2,6000004150,7890846773935,Electricity,FixSecure 12,Fixed 12M,2025-12-29,2026-12-24,2,141,False,In-Store,Active
6000006980-E-2,6000006980,2077056217336,Electricity,EcoVariable,Fixed 24M,2026-05-16,2028-05-05,2,639,True,Telesales,Active
6000018596-E-1,6000018596,3004387558567,Electricity,FixSecure 12,Fixed 12M,2026-05-07,2027-05-02,1,270,True,Price Comparison Site,Ended
6000017828-E-1,6000017828,6239538319079,Electricity,StandardVariable,Fixed 24M,2025-06-07,2027-05-28,1,296,True,Renewal Auto,Active
6000016866-E-2,6000016866,1938162476057,Electricity,PriceCapTracker,Fixed 12M,2026-05-28,2027-05-23,2,291,False,Renewal Auto,Active
6000018502-E-3,6000018502,4500000320223,Electricity,FixSecure 24,Fixed 12M,2025-12-04,2026-11-29,3,116,True,Web,Ended
6000024182-E-4,6000024182,4213385841005,Electricity,DualSaver 18,Fixed 12M,2026-06-11,2027-06-06,4,305,True,Renewal Auto,Active
6000017326-E-3,6000017326,7668870207616,Electricity,StandardVariable,Fixed 12M,2026-02-04,2027-01-30,3,178,False,In-Store,Ended
6000010346-E-3,6000010346,9021028774779,Electricity,EcoVariable,Fixed 12M,2025-10-01,2026-09-26,3,52,False,Renewal Auto,Active
6000013332-E-1,6000013332,6567468918189,Electricity,StandardVariable,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Renewal Auto,Active
6000012492-E-3,6000012492,9595782759527,Electricity,FixSecure 24,Fixed 24M,2026-07-06,2028-06-25,3,690,False,Web,Active
6000021804-E-1,6000021804,7971737815770,Electricity,PriceCapTracker,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Web,Active
6000021266-E-4,6000021266,1085638192227,Electricity,StandardVariable,Fixed 12M,2026-05-14,2027-05-09,4,277,True,Price Comparison Site,Active
6000023343-E-1,6000023343,8515490812680,Electricity,EcoVariable,Fixed 12M,2025-11-29,2026-11-24,1,111,False,Renewal Auto,Active
6000003622-E-4,6000003622,9723194072842,Electricity,DualSaver 18,Fixed 12M,2025-12-20,2026-12-15,4,132,True,Telesales,Active
6000008743-E-4,6000008743,7259432534129,Electricity,EcoVariable,Fixed 12M,2026-05-29,2027-05-24,4,292,True,Web,Active
6000003129-E-4,6000003129,2837313848772,Electricity,FixSecure 24,Fixed 12M,2026-01-19,2027-01-14,4,162,False,Renewal Auto,Active
6000014001-E-1,6000014001,1881756887016,Electricity,FixSecure 24,Fixed 12M,2026-07-27,2027-07-22,1,351,False,Web,Active
6000000327-E-3,6000000327,9118381544474,Electricity,DualSaver 18,Fixed 12M,2025-10-05,2026-09-30,3,56,True,Price Comparison Site,Active
6000022430-E-2,6000022430,2986562237844,Electricity,PriceCapTracker,Fixed 12M,2026-01-05,2026-12-31,2,148,True,Web,Ended
6000007354-E-1,6000007354,3509959599227,Electricity,DualSaver 18,Fixed 24M,2026-03-16,2028-03-05,1,578,False,Broker,Ended
6000020145-E-1,6000020145,3281807468820,Electricity,DualSaver 18,Fixed 12M,2026-07-01,2027-06-26,1,325,False,Price Comparison Site,Ended
6000020059-E-1,6000020059,8998664657039,Electricity,EcoVariable,Fixed 24M,2025-06-25,2027-06-15,1,314,True,In-Store,Ended
6000015443-E-3,6000015443,6768528394375,Electricity,PriceCapTracker,Fixed 12M,2025-11-06,2026-11-01,3,88,True,Broker,Ended
6000015208-E-1,6000015208,5799009589630,Electricity,GreenFix 12,Standard Variable,2026-08-05,9999-12-31,1,99999,False,In-Store,Active
6000022946-E-2,6000022946,8503505911284,Electricity,PriceCapTracker,Fixed 24M,2026-02-28,2028-02-18,2,562,True,Price Comparison Site,Ended
6000019880-E-3,6000019880,9609100426245,Electricity,PriceCapTracker,Fixed 12M,2025-12-06,2026-12-01,3,118,False,Web,Active
6000014290-E-1,6000014290,1478467856841,Electricity,GreenFix 12,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Broker,Active
6000006329-E-1,6000006329,1972024678735,Electricity,PriceCapTracker,Fixed 24M,2024-09-26,2026-09-16,1,42,False,Renewal Auto,Active
6000012134-E-1,6000012134,2646359143818,Electricity,PriceCapTracker,Fixed 12M,2025-09-24,2026-09-19,1,45,False,Price Comparison Site,Active
6000024656-E-2,6000024656,6302425646597,Electricity,EcoVariable,Fixed 24M,2026-03-25,2028-03-14,2,587,True,Web,Active
6000024945-E-1,6000024945,7250588960600,Electricity,FixSecure 12,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Broker,Ended
6000013614-E-3,6000013614,4466772001331,Electricity,FixSecure 12,Fixed 12M,2026-06-29,2027-06-24,3,323,False,Renewal Auto,Active
6000023820-E-2,6000023820,3356538259058,Electricity,PriceCapTracker,Fixed 24M,2024-10-15,2026-10-05,2,61,True,Renewal Auto,Ended
6000018484-E-1,6000018484,7633801371228,Electricity,GreenFix 12,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Broker,Active
6000017792-E-2,6000017792,3770350967459,Electricity,GreenFix 12,Fixed 12M,2026-07-26,2027-07-21,2,350,True,Web,Ended
6000013744-E-1,6000013744,5615468758337,Electricity,StandardVariable,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Telesales,Active
6000022538-E-3,6000022538,1462275417435,Electricity,FixSecure 24,Fixed 12M,2025-12-04,2026-11-29,3,116,True,Price Comparison Site,Ended
6000019686-E-1,6000019686,7070334020611,Electricity,EcoVariable,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Telesales,Active
6000011351-E-3,6000011351,7178237468491,Electricity,GreenFix 12,Fixed 12M,2026-07-04,2027-06-29,3,328,False,Web,Ended
6000009726-E-2,6000009726,9557649491886,Electricity,DualSaver 18,Fixed 24M,2024-10-21,2026-10-11,2,67,False,Broker,Active
6000006625-E-1,6000006625,9000819227209,Electricity,FixSecure 12,Fixed 24M,2025-01-28,2027-01-18,1,166,False,Broker,Ended
6000018606-E-2,6000018606,9474688574156,Electricity,DualSaver 18,Fixed 12M,2026-07-18,2027-07-13,2,342,False,Web,Active
6000017407-E-3,6000017407,4776863238960,Electricity,StandardVariable,Fixed 12M,2025-09-12,2026-09-07,3,33,True,In-Store,Active
6000010053-E-4,6000010053,4815334127965,Electricity,PriceCapTracker,Fixed 12M,2026-01-24,2027-01-19,4,167,False,Web,Active
6000022016-E-2,6000022016,8615130532510,Electricity,FixSecure 12,Fixed 24M,2026-03-24,2028-03-13,2,586,True,Renewal Auto,Active
6000013081-E-2,6000013081,4934376185302,Electricity,DualSaver 18,Fixed 24M,2025-12-18,2027-12-08,2,490,True,Price Comparison Site,Ended
6000005586-E-2,6000005586,6630104594489,Electricity,EcoVariable,Fixed 12M,2025-09-02,2026-08-28,2,23,True,Web,Ended
6000011366-E-1,6000011366,5873550038893,Electricity,FixSecure 12,Fixed 24M,2026-07-23,2028-07-12,1,707,True,Web,Ended
6000022159-E-1,6000022159,9719060102923,Electricity,DualSaver 18,Fixed 12M,2026-05-31,2027-05-26,1,294,True,In-Store,Ended
6000023338-E-1,6000023338,3498282708650,Electricity,EcoVariable,Fixed 24M,2026-04-07,2028-03-27,1,600,False,Price Comparison Site,Active
6000015835-E-4,6000015835,1358814323245,Electricity,GreenFix 12,Fixed 12M,2025-09-04,2026-08-30,4,25,True,Renewal Auto,Active
6000020755-E-2,6000020755,5425988688857,Electricity,GreenFix 12,Fixed 12M,2025-08-27,2026-08-22,2,17,False,In-Store,Active
6000010168-E-4,6000010168,2246832433786,Electricity,EcoVariable,Fixed 12M,2026-01-09,2027-01-04,4,152,True,Broker,Active
6000015681-E-1,6000015681,3546938611640,Electricity,DualSaver 18,Fixed 24M,2026-05-14,2028-05-03,1,637,False,Price Comparison Site,Active
6000009672-E-3,6000009672,9502905376991,Electricity,EcoVariable,Fixed 12M,2026-02-01,2027-01-27,3,175,True,Renewal Auto,Ended
6000006434-E-1,6000006434,6825030296248,Electricity,StandardVariable,Fixed 24M,2025-12-28,2027-12-18,1,500,False,Renewal Auto,Active
6000017920-E-3,6000017920,5973115736173,Electricity,DualSaver 18,Fixed 12M,2025-10-28,2026-10-23,3,79,True,Price Comparison Site,Ended
6000006654-E-1,6000006654,2952600727807,Electricity,GreenFix 12,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Telesales,Active
6000013818-E-1,6000013818,9005840310396,Electricity,GreenFix 12,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Renewal Auto,Ended
6000005986-E-2,6000005986,3053460686383,Electricity,PriceCapTracker,Fixed 24M,2025-10-24,2027-10-14,2,435,False,Renewal Auto,Ended
6000021739-E-4,6000021739,5071941055539,Electricity,StandardVariable,Fixed 12M,2026-08-01,2027-07-27,4,356,False,Web,Active
6000004077-E-1,6000004077,8802926671703,Electricity,GreenFix 12,Fixed 24M,2025-09-26,2027-09-16,1,407,False,Web,Active
6000007650-E-2,6000007650,1977351314545,Electricity,PriceCapTracker,Fixed 12M,2026-01-17,2027-01-12,2,160,True,Telesales,Active
6000020788-E-3,6000020788,9243396897093,Electricity,PriceCapTracker,Fixed 12M,2026-06-14,2027-06-09,3,308,True,Web,Ended
6000003960-E-1,6000003960,4112773522738,Electricity,EcoVariable,Fixed 12M,2026-03-08,2027-03-03,1,210,False,Price Comparison Site,Ended
6000018350-E-4,6000018350,4299758524588,Electricity,StandardVariable,Fixed 12M,2026-03-14,2027-03-09,4,216,True,Web,Active
6000019990-E-1,6000019990,4302259488370,Electricity,FixSecure 24,Fixed 12M,2025-11-28,2026-11-23,1,110,True,Price Comparison Site,Ended
6000001745-E-2,6000001745,2160397031390,Electricity,StandardVariable,Fixed 24M,2026-02-02,2028-01-23,2,536,False,Web,Active
6000009640-E-2,6000009640,3848135185139,Electricity,GreenFix 12,Fixed 24M,2026-06-14,2028-06-03,2,668,True,Price Comparison Site,Ended
6000014301-E-1,6000014301,6736695684603,Electricity,StandardVariable,Fixed 24M,2026-03-12,2028-03-01,1,574,False,Web,Active
6000001739-E-2,6000001739,3843481235110,Electricity,EcoVariable,Fixed 12M,2025-10-24,2026-10-19,2,75,True,Price Comparison Site,Ended
6000012501-E-1,6000012501,7341244182659,Electricity,PriceCapTracker,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Renewal Auto,Ended
6000019814-E-1,6000019814,2191801979825,Electricity,DualSaver 18,Fixed 24M,2025-02-02,2027-01-23,1,171,True,Broker,Ended
6000008227-E-2,6000008227,6957758346230,Electricity,PriceCapTracker,Fixed 24M,2024-12-13,2026-12-03,2,120,True,Web,Active
6000014086-E-5,6000014086,8936977704921,Electricity,GreenFix 12,Fixed 12M,2026-07-22,2027-07-17,5,346,False,Web,Ended
6000010282-E-3,6000010282,3747307349807,Electricity,GreenFix 12,Fixed 12M,2025-11-22,2026-11-17,3,104,True,Renewal Auto,Active
6000001072-E-1,6000001072,7634050537697,Electricity,PriceCapTracker,Fixed 24M,2026-04-16,2028-04-05,1,609,False,Broker,Ended
6000018635-E-2,6000018635,1601223400019,Electricity,DualSaver 18,Fixed 12M,2026-01-20,2027-01-15,2,163,False,Price Comparison Site,Active
6000014874-E-1,6000014874,7249619437634,Electricity,FixSecure 24,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Price Comparison Site,Active
6000019677-E-1,6000019677,4563665877134,Electricity,PriceCapTracker,Fixed 12M,2025-10-28,2026-10-23,1,79,True,Broker,Active
6000019577-E-1,6000019577,9594828416086,Electricity,EcoVariable,Fixed 24M,2026-06-05,2028-05-25,1,659,False,Web,Active
6000014602-E-1,6000014602,1963816671408,Electricity,DualSaver 18,Fixed 12M,2026-01-02,2026-12-28,1,145,False,Price Comparison Site,Ended
6000006598-E-4,6000006598,8511861090860,Electricity,DualSaver 18,Fixed 12M,2026-03-05,2027-02-28,4,207,True,Web,Ended
6000013261-E-1,6000013261,8959459141838,Electricity,StandardVariable,Fixed 12M,2025-09-15,2026-09-10,1,36,False,Telesales,Ended
6000015723-E-1,6000015723,4789515774451,Electricity,FixSecure 24,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Renewal Auto,Active
6000013307-E-3,6000013307,6306401686454,Electricity,FixSecure 12,Fixed 12M,2025-12-07,2026-12-02,3,119,True,Web,Active
6000003537-E-1,6000003537,1860670275713,Electricity,FixSecure 12,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Telesales,Active
6000009571-E-1,6000009571,5195911851342,Electricity,DualSaver 18,Fixed 24M,2024-08-20,2026-08-10,1,5,True,Broker,Active
6000016005-E-1,6000016005,7495983982865,Electricity,FixSecure 24,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Telesales,Ended
6000005297-E-3,6000005297,5477810021364,Electricity,StandardVariable,Fixed 12M,2025-12-23,2026-12-18,3,135,True,Web,Ended
6000003363-E-3,6000003363,3296119370993,Electricity,PriceCapTracker,Fixed 12M,2026-04-19,2027-04-14,3,252,False,Telesales,Active
6000021029-E-2,6000021029,8923491229559,Electricity,StandardVariable,Fixed 24M,2025-01-08,2026-12-29,2,146,False,Broker,Active
6000000344-E-4,6000000344,9913815049090,Electricity,StandardVariable,Fixed 12M,2026-05-08,2027-05-03,4,271,False,Price Comparison Site,Active
6000002210-E-2,6000002210,1469284302613,Electricity,EcoVariable,Fixed 12M,2026-06-03,2027-05-29,2,297,True,Web,Ended
6000007114-E-5,6000007114,5246715526441,Electricity,FixSecure 24,Fixed 12M,2026-07-06,2027-07-01,5,330,True,Web,Active
6000010861-E-2,6000010861,7827338378162,Electricity,DualSaver 18,Fixed 12M,2026-03-08,2027-03-03,2,210,False,Renewal Auto,Active
6000015237-E-2,6000015237,9179897042609,Electricity,DualSaver 18,Fixed 12M,2026-04-10,2027-04-05,2,243,False,Price Comparison Site,Active
6000017435-E-1,6000017435,5435929718635,Electricity,FixSecure 24,Fixed 12M,2026-06-23,2027-06-18,1,317,True,Broker,Active
6000017021-E-4,6000017021,6226604858202,Electricity,EcoVariable,Fixed 12M,2026-06-22,2027-06-17,4,316,True,In-Store,Ended
6000018558-E-2,6000018558,9771232437617,Electricity,StandardVariable,Fixed 12M,2025-12-31,2026-12-26,2,143,False,Price Comparison Site,Active
6000001432-E-1,6000001432,5669479083569,Electricity,StandardVariable,Fixed 24M,2025-12-11,2027-12-01,1,483,True,Renewal Auto,Ended
6000010223-E-1,6000010223,6743549014629,Electricity,StandardVariable,Fixed 24M,2025-04-10,2027-03-31,1,238,True,Renewal Auto,Active
6000003101-E-1,6000003101,2949323324307,Electricity,FixSecure 24,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Web,Active
6000014403-E-1,6000014403,7383745072584,Electricity,DualSaver 18,Fixed 12M,2026-01-02,2026-12-28,1,145,True,Broker,Ended
6000013566-E-3,6000013566,8809847423097,Electricity,FixSecure 24,Fixed 12M,2025-09-12,2026-09-07,3,33,True,Web,Active
6000001847-E-4,6000001847,4020662468875,Electricity,FixSecure 24,Fixed 12M,2025-09-26,2026-09-21,4,47,True,Web,Active
6000000361-E-2,6000000361,9365829018797,Electricity,DualSaver 18,Fixed 12M,2026-02-17,2027-02-12,2,191,False,Price Comparison Site,Active
6000014972-E-3,6000014972,7987823695227,Electricity,FixSecure 12,Fixed 12M,2026-07-05,2027-06-30,3,329,True,Price Comparison Site,Active
6000024974-E-1,6000024974,8605889191093,Electricity,DualSaver 18,Fixed 12M,2026-03-31,2027-03-26,1,233,False,Renewal Auto,Active
6000021610-E-4,6000021610,9141019020642,Electricity,DualSaver 18,Fixed 12M,2026-02-22,2027-02-17,4,196,True,Web,Active
6000021871-E-1,6000021871,3233885817402,Electricity,GreenFix 12,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Price Comparison Site,Active
6000012702-E-1,6000012702,9414404158789,Electricity,EcoVariable,Fixed 24M,2024-12-14,2026-12-04,1,121,False,Web,Active
6000022622-E-1,6000022622,4824735613725,Electricity,FixSecure 24,Fixed 12M,2026-07-31,2027-07-26,1,355,False,Price Comparison Site,Active
6000008123-E-2,6000008123,7676749493714,Electricity,PriceCapTracker,Fixed 24M,2024-09-15,2026-09-05,2,31,True,Broker,Active
6000008862-E-1,6000008862,2251480694722,Electricity,EcoVariable,Fixed 12M,2026-03-09,2027-03-04,1,211,True,Telesales,Active
6000010208-E-1,6000010208,3024454456495,Electricity,EcoVariable,Fixed 12M,2026-01-14,2027-01-09,1,157,True,Price Comparison Site,Active
6000022593-E-1,6000022593,3513001926655,Electricity,EcoVariable,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Web,Active
6000019533-E-1,6000019533,6033284509553,Electricity,EcoVariable,Fixed 12M,2026-01-15,2027-01-10,1,158,True,In-Store,Active
6000021239-E-1,6000021239,7561556129237,Electricity,FixSecure 12,Fixed 12M,2026-06-16,2027-06-11,1,310,False,Renewal Auto,Ended
6000006659-E-2,6000006659,7483648847244,Electricity,EcoVariable,Fixed 12M,2025-11-30,2026-11-25,2,112,True,Renewal Auto,Ended
6000006159-E-1,6000006159,1678101930368,Electricity,FixSecure 24,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Telesales,Active
6000001688-E-2,6000001688,5220707344527,Electricity,FixSecure 12,Fixed 12M,2025-10-05,2026-09-30,2,56,False,Telesales,Active
6000000529-E-2,6000000529,2762447400773,Electricity,StandardVariable,Fixed 24M,2026-01-09,2027-12-30,2,512,False,Broker,Ended
6000017946-E-1,6000017946,2002450281362,Electricity,PriceCapTracker,Fixed 12M,2025-08-12,2026-08-07,1,2,True,Broker,Ended
6000006169-E-2,6000006169,4434097647774,Electricity,GreenFix 12,Fixed 12M,2025-12-14,2026-12-09,2,126,False,Price Comparison Site,Ended
6000001503-E-4,6000001503,3138233595376,Electricity,DualSaver 18,Fixed 12M,2026-03-03,2027-02-26,4,205,False,In-Store,Active
6000019234-E-4,6000019234,1140494496659,Electricity,StandardVariable,Fixed 12M,2026-03-29,2027-03-24,4,231,False,Renewal Auto,Active
6000015677-E-4,6000015677,7020356170357,Electricity,GreenFix 12,Fixed 12M,2026-01-02,2026-12-28,4,145,True,Price Comparison Site,Active
6000018179-E-1,6000018179,6108054526871,Electricity,FixSecure 12,Fixed 24M,2025-04-14,2027-04-04,1,242,False,Renewal Auto,Ended
6000008945-E-2,6000008945,8170092877050,Electricity,StandardVariable,Fixed 24M,2025-12-18,2027-12-08,2,490,True,Renewal Auto,Ended
6000015888-E-1,6000015888,8018529279457,Electricity,FixSecure 12,Fixed 12M,2025-10-30,2026-10-25,1,81,True,Telesales,Active
6000013623-E-3,6000013623,8032642132897,Electricity,DualSaver 18,Fixed 12M,2026-03-09,2027-03-04,3,211,True,Web,Ended
6000019949-E-1,6000019949,7873768470352,Electricity,PriceCapTracker,Fixed 24M,2025-08-06,2027-07-27,1,356,True,Renewal Auto,Ended
6000005872-E-1,6000005872,6777508686703,Electricity,StandardVariable,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Renewal Auto,Ended
6000024088-E-1,6000024088,4419617971547,Electricity,StandardVariable,Fixed 24M,2025-06-12,2027-06-02,1,301,False,Renewal Auto,Active
6000021842-E-1,6000021842,2490079614696,Electricity,GreenFix 12,Fixed 24M,2026-01-26,2028-01-16,1,529,True,Web,Active
6000002048-E-1,6000002048,3173093631532,Electricity,FixSecure 24,Fixed 24M,2026-03-18,2028-03-07,1,580,True,Web,Ended
6000019483-E-1,6000019483,3774316079595,Electricity,FixSecure 12,Fixed 12M,2026-02-14,2027-02-09,1,188,True,Telesales,Active
6000007266-E-5,6000007266,7096295918085,Electricity,FixSecure 24,Fixed 12M,2026-07-10,2027-07-05,5,334,True,Web,Active
6000004821-E-4,6000004821,5686085249106,Electricity,StandardVariable,Fixed 12M,2026-01-14,2027-01-09,4,157,True,Renewal Auto,Active
6000018199-E-1,6000018199,7378281603177,Electricity,PriceCapTracker,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Telesales,Ended
